dataset,sub_suite_id,sampler,iteration,objective,best_value,AR
gsdtsr,9,Sampling Noise + 1% Depolarizing Error Probability,2,-0.11555749457014147,-0.11555749457014147,1.0
gsdtsr,19,Sampling Noise + 1% Depolarizing Error Probability,2,0.012144436388769797,-0.00010887600022391371,-111.54374117154951
gsdtsr,31,Sampling Noise + 1% Depolarizing Error Probability,2,-0.008674017061461443,-0.012435960192889783,0.6974947593046158
gsdtsr,7,Sampling Noise + 1% Depolarizing Error Probability,2,-0.1475677777253452,-0.1475677777253452,1.0
gsdtsr,4,Sampling Noise + 1% Depolarizing Error Probability,2,-0.656092812137305,-0.656092812137305,1.0
gsdtsr,11,Sampling Noise + 1% Depolarizing Error Probability,2,-0.13024117019436954,-0.13024117019436954,1.0
gsdtsr,15,Sampling Noise + 1% Depolarizing Error Probability,2,-0.041068344340277285,-0.041068344340277285,1.0
gsdtsr,36,Sampling Noise + 1% Depolarizing Error Probability,2,-0.041420488844810324,-0.041420488844810324,1.0
gsdtsr,8,Sampling Noise + 1% Depolarizing Error Probability,2,-0.44070177407505484,-0.44070177407505484,1.0
gsdtsr,12,Sampling Noise + 1% Depolarizing Error Probability,2,-0.17462796800142674,-0.17462796800142674,1.0
gsdtsr,29,Sampling Noise + 1% Depolarizing Error Probability,2,0.0,-0.03744162613626126,-0.0
gsdtsr,49,Sampling Noise + 1% Depolarizing Error Probability,2,-0.0467020289522204,-0.0467020289522204,1.0
gsdtsr,6,Sampling Noise + 1% Depolarizing Error Probability,2,-0.2133261913239968,-0.2133261913239968,1.0
gsdtsr,10,Sampling Noise + 1% Depolarizing Error Probability,2,-0.04210629899754348,-0.04210629899754348,1.0
gsdtsr,16,Sampling Noise + 1% Depolarizing Error Probability,2,0.0,-0.03158054818914993,-0.0
gsdtsr,18,Sampling Noise + 1% Depolarizing Error Probability,2,-0.008451832437390025,-0.016750553178834483,0.5045703474479587
gsdtsr,48,Sampling Noise + 1% Depolarizing Error Probability,2,-0.06035327100538322,-0.06035327100538322,1.0
gsdtsr,22,Sampling Noise + 1% Depolarizing Error Probability,2,-0.03439881495905195,-0.03439881495905195,1.0
gsdtsr,32,Sampling Noise + 1% Depolarizing Error Probability,2,-0.009460619608941657,-0.014646189075723938,0.6459441128356479
gsdtsr,13,Sampling Noise + 1% Depolarizing Error Probability,2,-0.04658151587163578,-0.04658151587163578,1.0
gsdtsr,2,Sampling Noise + 1% Depolarizing Error Probability,2,-0.662189507605671,-0.662189507605671,1.0
gsdtsr,50,Sampling Noise + 1% Depolarizing Error Probability,2,-0.0708089770362782,-0.0708089770362782,1.0
gsdtsr,52,Sampling Noise + 1% Depolarizing Error Probability,2,-0.043857370587050776,-0.043857370587050776,1.0
gsdtsr,51,Sampling Noise + 1% Depolarizing Error Probability,2,-0.05844487677842856,-0.05844487677842856,1.0
gsdtsr,1,Sampling Noise + 1% Depolarizing Error Probability,2,-1.351060086211676,-1.351060086211676,1.0
gsdtsr,3,Sampling Noise + 1% Depolarizing Error Probability,2,-0.7991019336855277,-0.7991019336855277,1.0
gsdtsr,61,Sampling Noise + 1% Depolarizing Error Probability,2,0.002441478161216656,-0.0018143894142178749,-1.3456197121107538
gsdtsr,63,Sampling Noise + 1% Depolarizing Error Probability,2,-0.0013615384013174522,-0.004444162394521974,0.3063655826339134
gsdtsr,66,Sampling Noise + 1% Depolarizing Error Probability,2,-0.006450578482788271,-0.019865803069078234,0.32470766272866186
gsdtsr,67,Sampling Noise + 1% Depolarizing Error Probability,2,-0.009351911449637876,-0.01513049115540388,0.6180837987072102
gsdtsr,68,Sampling Noise + 1% Depolarizing Error Probability,2,-0.007788957592688017,-0.014052931497541683,0.5542585612155414
gsdtsr,69,Sampling Noise + 1% Depolarizing Error Probability,2,-0.017101976304705512,-0.022414693341601708,0.7629806058048635
gsdtsr,70,Sampling Noise + 1% Depolarizing Error Probability,2,-0.011867680046242824,-0.01950024528169402,0.6085913215350006
gsdtsr,71,Sampling Noise + 1% Depolarizing Error Probability,2,-0.021081720056090394,-0.023184089218076832,0.909318449294648
gsdtsr,72,Sampling Noise + 1% Depolarizing Error Probability,2,0.0,-0.014076323074474779,-0.0
gsdtsr,73,Sampling Noise + 1% Depolarizing Error Probability,2,-0.005553006105638196,-0.021036365128071874,0.26397174948385044
gsdtsr,74,Sampling Noise + 1% Depolarizing Error Probability,2,-0.006403643836988051,-0.008457244425938346,0.7571785222794427
gsdtsr,75,Sampling Noise + 1% Depolarizing Error Probability,2,-0.0025629762961269092,-0.002780906305750447,0.9216334584258034
gsdtsr,76,Sampling Noise + 1% Depolarizing Error Probability,2,0.0005537851116037911,-0.0012588330827412425,-0.4399194136190521
gsdtsr,77,Sampling Noise + 1% Depolarizing Error Probability,2,-0.002017505859849226,-0.0035062532768891665,0.5754022030146112
gsdtsr,78,Sampling Noise + 1% Depolarizing Error Probability,2,-0.009291873133888934,-0.015090574812235089,0.6157401722269252
gsdtsr,79,Sampling Noise + 1% Depolarizing Error Probability,2,-0.008307581350669217,-0.01192558329512684,0.6966184500228136
gsdtsr,82,Sampling Noise + 1% Depolarizing Error Probability,2,-0.0007860753237016868,-0.00663995670296188,0.1183856098566189
gsdtsr,83,Sampling Noise + 1% Depolarizing Error Probability,2,-0.003931130380511724,-0.005289553944205584,0.7431875016263066
gsdtsr,84,Sampling Noise + 1% Depolarizing Error Probability,2,-0.00272279329084351,-0.008515245235606057,0.31975512337076223
gsdtsr,5,Sampling Noise + 1% Depolarizing Error Probability,3,-0.29955299381886735,-0.29955299381886735,1.0
gsdtsr,28,Sampling Noise + 1% Depolarizing Error Probability,3,-0.01741695897372942,-0.01741695897372942,1.0
gsdtsr,14,Sampling Noise + 1% Depolarizing Error Probability,3,-0.12030659110142422,-0.12030659110142422,1.0
gsdtsr,9,Sampling Noise + 1% Depolarizing Error Probability,3,-0.11555749457014147,-0.11555749457014147,1.0
gsdtsr,19,Sampling Noise + 1% Depolarizing Error Probability,3,0.0062324139893536025,-0.00010887600022391371,-57.24323061589385
gsdtsr,31,Sampling Noise + 1% Depolarizing Error Probability,3,-0.003646128552687237,-0.012435960192889783,0.2931923628037904
gsdtsr,7,Sampling Noise + 1% Depolarizing Error Probability,3,-0.1475677777253452,-0.1475677777253452,1.0
gsdtsr,4,Sampling Noise + 1% Depolarizing Error Probability,3,-0.656092812137305,-0.656092812137305,1.0
gsdtsr,11,Sampling Noise + 1% Depolarizing Error Probability,3,-0.13024117019436954,-0.13024117019436954,1.0
gsdtsr,15,Sampling Noise + 1% Depolarizing Error Probability,3,0.0,-0.041068344340277285,-0.0
gsdtsr,36,Sampling Noise + 1% Depolarizing Error Probability,3,-0.041420488844810324,-0.041420488844810324,1.0
gsdtsr,8,Sampling Noise + 1% Depolarizing Error Probability,3,-0.44070177407505484,-0.44070177407505484,1.0
gsdtsr,12,Sampling Noise + 1% Depolarizing Error Probability,3,-0.17462796800142674,-0.17462796800142674,1.0
gsdtsr,29,Sampling Noise + 1% Depolarizing Error Probability,3,-0.03744162613626126,-0.03744162613626126,1.0
gsdtsr,49,Sampling Noise + 1% Depolarizing Error Probability,3,0.0,-0.0467020289522204,-0.0
gsdtsr,6,Sampling Noise + 1% Depolarizing Error Probability,3,-0.2133261913239968,-0.2133261913239968,1.0
gsdtsr,10,Sampling Noise + 1% Depolarizing Error Probability,3,-0.04210629899754348,-0.04210629899754348,1.0
gsdtsr,16,Sampling Noise + 1% Depolarizing Error Probability,3,-0.03158054818914993,-0.03158054818914993,1.0
gsdtsr,18,Sampling Noise + 1% Depolarizing Error Probability,3,-0.016750553178834483,-0.016750553178834483,1.0
gsdtsr,48,Sampling Noise + 1% Depolarizing Error Probability,3,-0.06035327100538322,-0.06035327100538322,1.0
gsdtsr,22,Sampling Noise + 1% Depolarizing Error Probability,3,-0.03439881495905195,-0.03439881495905195,1.0
gsdtsr,32,Sampling Noise + 1% Depolarizing Error Probability,3,-0.007267965602953481,-0.014646189075723938,0.49623595362428685
gsdtsr,13,Sampling Noise + 1% Depolarizing Error Probability,3,-0.04658151587163578,-0.04658151587163578,1.0
gsdtsr,2,Sampling Noise + 1% Depolarizing Error Probability,3,-0.662189507605671,-0.662189507605671,1.0
gsdtsr,50,Sampling Noise + 1% Depolarizing Error Probability,3,-0.0708089770362782,-0.0708089770362782,1.0
gsdtsr,52,Sampling Noise + 1% Depolarizing Error Probability,3,-0.043857370587050776,-0.043857370587050776,1.0
gsdtsr,51,Sampling Noise + 1% Depolarizing Error Probability,3,-0.05844487677842856,-0.05844487677842856,1.0
gsdtsr,1,Sampling Noise + 1% Depolarizing Error Probability,3,-1.351060086211676,-1.351060086211676,1.0
gsdtsr,3,Sampling Noise + 1% Depolarizing Error Probability,3,-0.7991019336855277,-0.7991019336855277,1.0
gsdtsr,61,Sampling Noise + 1% Depolarizing Error Probability,3,0.003985924588001427,-0.0018143894142178749,-2.1968407425478897
gsdtsr,63,Sampling Noise + 1% Depolarizing Error Probability,3,-0.000318209275503641,-0.004444162394521974,0.07160163091607018
gsdtsr,66,Sampling Noise + 1% Depolarizing Error Probability,3,-0.01140199410382349,-0.019865803069078234,0.573950827166462
gsdtsr,67,Sampling Noise + 1% Depolarizing Error Probability,3,-0.00453242855220922,-0.01513049115540388,0.2995559434030967
gsdtsr,68,Sampling Noise + 1% Depolarizing Error Probability,3,-0.00678300099348998,-0.014052931497541683,0.48267516245109066
gsdtsr,69,Sampling Noise + 1% Depolarizing Error Probability,3,-0.010784478851463754,-0.022414693341601708,0.48113434732777466
gsdtsr,70,Sampling Noise + 1% Depolarizing Error Probability,3,-0.014055533116577248,-0.01950024528169402,0.7207875036203759
gsdtsr,71,Sampling Noise + 1% Depolarizing Error Probability,3,-0.0021577367049223153,-0.023184089218076832,0.0930697205581796
gsdtsr,72,Sampling Noise + 1% Depolarizing Error Probability,3,-0.007578061023769292,-0.014076323074474779,0.5383551502530463
gsdtsr,73,Sampling Noise + 1% Depolarizing Error Probability,3,-0.012749209840646293,-0.021036365128071874,0.6060557402872406
gsdtsr,74,Sampling Noise + 1% Depolarizing Error Probability,3,-0.005750568363827333,-0.008457244425938346,0.6799576876589206
gsdtsr,75,Sampling Noise + 1% Depolarizing Error Probability,3,-0.0025543390610312674,-0.002780906305750447,0.9185275518809545
gsdtsr,76,Sampling Noise + 1% Depolarizing Error Probability,3,-0.00039526490487790155,-0.0012588330827412425,0.3139931022603651
gsdtsr,77,Sampling Noise + 1% Depolarizing Error Probability,3,-0.002017505859849226,-0.0035062532768891665,0.5754022030146112
gsdtsr,78,Sampling Noise + 1% Depolarizing Error Probability,3,-0.011916584057389034,-0.015090574812235089,0.789670652421228
gsdtsr,79,Sampling Noise + 1% Depolarizing Error Probability,3,-0.0021618379838121704,-0.01192558329512684,0.18127733715931227
gsdtsr,82,Sampling Noise + 1% Depolarizing Error Probability,3,-0.001913221025305554,-0.00663995670296188,0.2881375754230634
gsdtsr,83,Sampling Noise + 1% Depolarizing Error Probability,3,-0.0009905541347303248,-0.005289553944205584,0.18726609940625003
gsdtsr,84,Sampling Noise + 1% Depolarizing Error Probability,3,-0.007799803206742419,-0.008515245235606057,0.9159810423460203
gsdtsr,5,Sampling Noise + 1% Depolarizing Error Probability,4,-0.29955299381886735,-0.29955299381886735,1.0
gsdtsr,28,Sampling Noise + 1% Depolarizing Error Probability,4,-0.01741695897372942,-0.01741695897372942,1.0
gsdtsr,14,Sampling Noise + 1% Depolarizing Error Probability,4,-0.12030659110142422,-0.12030659110142422,1.0
gsdtsr,9,Sampling Noise + 1% Depolarizing Error Probability,4,-0.11555749457014147,-0.11555749457014147,1.0
gsdtsr,19,Sampling Noise + 1% Depolarizing Error Probability,4,0.003497428324214677,-0.00010887600022391371,-32.12304196537242
gsdtsr,31,Sampling Noise + 1% Depolarizing Error Probability,4,-0.011195566950623598,-0.012435960192889783,0.9002575415949485
gsdtsr,7,Sampling Noise + 1% Depolarizing Error Probability,4,-0.1475677777253452,-0.1475677777253452,1.0
gsdtsr,4,Sampling Noise + 1% Depolarizing Error Probability,4,-0.656092812137305,-0.656092812137305,1.0
gsdtsr,11,Sampling Noise + 1% Depolarizing Error Probability,4,-0.13024117019436954,-0.13024117019436954,1.0
gsdtsr,15,Sampling Noise + 1% Depolarizing Error Probability,4,-0.041068344340277285,-0.041068344340277285,1.0
gsdtsr,36,Sampling Noise + 1% Depolarizing Error Probability,4,-0.041420488844810324,-0.041420488844810324,1.0
gsdtsr,8,Sampling Noise + 1% Depolarizing Error Probability,4,-0.44070177407505484,-0.44070177407505484,1.0
gsdtsr,12,Sampling Noise + 1% Depolarizing Error Probability,4,-0.17462796800142674,-0.17462796800142674,1.0
gsdtsr,29,Sampling Noise + 1% Depolarizing Error Probability,4,-0.03744162613626126,-0.03744162613626126,1.0
gsdtsr,49,Sampling Noise + 1% Depolarizing Error Probability,4,-0.020827333451089988,-0.0467020289522204,0.44596206885139567
gsdtsr,6,Sampling Noise + 1% Depolarizing Error Probability,4,-0.2133261913239968,-0.2133261913239968,1.0
gsdtsr,10,Sampling Noise + 1% Depolarizing Error Probability,4,-0.04210629899754348,-0.04210629899754348,1.0
gsdtsr,16,Sampling Noise + 1% Depolarizing Error Probability,4,-0.03158054818914993,-0.03158054818914993,1.0
gsdtsr,18,Sampling Noise + 1% Depolarizing Error Probability,4,-0.006468597482898308,-0.016750553178834483,0.3861721707836993
gsdtsr,48,Sampling Noise + 1% Depolarizing Error Probability,4,-0.06035327100538322,-0.06035327100538322,1.0
gsdtsr,22,Sampling Noise + 1% Depolarizing Error Probability,4,-0.03439881495905195,-0.03439881495905195,1.0
gsdtsr,32,Sampling Noise + 1% Depolarizing Error Probability,4,-0.002573776550345055,-0.014646189075723938,0.17573011907999264
gsdtsr,13,Sampling Noise + 1% Depolarizing Error Probability,4,-0.04658151587163578,-0.04658151587163578,1.0
gsdtsr,2,Sampling Noise + 1% Depolarizing Error Probability,4,-0.662189507605671,-0.662189507605671,1.0
gsdtsr,50,Sampling Noise + 1% Depolarizing Error Probability,4,-0.0708089770362782,-0.0708089770362782,1.0
gsdtsr,52,Sampling Noise + 1% Depolarizing Error Probability,4,-0.043857370587050776,-0.043857370587050776,1.0
gsdtsr,51,Sampling Noise + 1% Depolarizing Error Probability,4,-0.05844487677842856,-0.05844487677842856,1.0
gsdtsr,1,Sampling Noise + 1% Depolarizing Error Probability,4,-1.351060086211676,-1.351060086211676,1.0
gsdtsr,3,Sampling Noise + 1% Depolarizing Error Probability,4,-0.7991019336855277,-0.7991019336855277,1.0
gsdtsr,61,Sampling Noise + 1% Depolarizing Error Probability,4,0.0014435592852234352,-0.0018143894142178749,-0.7956171227143691
gsdtsr,63,Sampling Noise + 1% Depolarizing Error Probability,4,-0.003977285856917177,-0.004444162394521974,0.8949461121897154
gsdtsr,66,Sampling Noise + 1% Depolarizing Error Probability,4,-0.010956004590624936,-0.019865803069078234,0.5515007146969212
gsdtsr,67,Sampling Noise + 1% Depolarizing Error Probability,4,-0.006857127424816829,-0.01513049115540388,0.4531992619663106
gsdtsr,68,Sampling Noise + 1% Depolarizing Error Probability,4,-0.0010059565991980366,-0.014052931497541683,0.07158339876445077
gsdtsr,69,Sampling Noise + 1% Depolarizing Error Probability,4,-0.01166403329596711,-0.022414693341601708,0.5203744311022379
gsdtsr,70,Sampling Noise + 1% Depolarizing Error Probability,4,-0.012096255856746079,-0.01950024528169402,0.6203130105292325
gsdtsr,71,Sampling Noise + 1% Depolarizing Error Probability,4,-0.010553897790667389,-0.023184089218076832,0.45522158284477376
gsdtsr,72,Sampling Noise + 1% Depolarizing Error Probability,4,-0.010780658008059702,-0.014076323074474779,0.7658717373153183
gsdtsr,73,Sampling Noise + 1% Depolarizing Error Probability,4,-0.00544034165310865,-0.021036365128071874,0.2586160498730274
gsdtsr,74,Sampling Noise + 1% Depolarizing Error Probability,4,-0.004695973346592409,-0.008457244425938346,0.5552604501047494
gsdtsr,75,Sampling Noise + 1% Depolarizing Error Probability,4,-0.002515948626068195,-0.002780906305750447,0.9047225434620491
gsdtsr,76,Sampling Noise + 1% Depolarizing Error Probability,4,0.0005537851116037911,-0.0012588330827412425,-0.4399194136190521
gsdtsr,77,Sampling Noise + 1% Depolarizing Error Probability,4,-0.0022832274145380524,-0.0035062532768891665,0.6511872458237778
gsdtsr,78,Sampling Noise + 1% Depolarizing Error Probability,4,-0.012465863888734989,-0.015090574812235089,0.8260695198056972
gsdtsr,79,Sampling Noise + 1% Depolarizing Error Probability,4,-0.008500407919799668,-0.01192558329512684,0.712787602034795
gsdtsr,82,Sampling Noise + 1% Depolarizing Error Probability,4,-0.0003902803317828423,-0.00663995670296188,0.05877754166811815
gsdtsr,83,Sampling Noise + 1% Depolarizing Error Probability,4,-0.003141317152581616,-0.005289553944205584,0.5938718435838539
gsdtsr,84,Sampling Noise + 1% Depolarizing Error Probability,4,-0.003604312808908788,-0.008515245235606057,0.42327762843958283
gsdtsr,5,Sampling Noise + 2% Depolarizing Error Probability,0,-0.29955299381886735,-0.29955299381886735,1.0
gsdtsr,28,Sampling Noise + 2% Depolarizing Error Probability,0,-0.008515799490323302,-0.01741695897372942,0.48893721936004825
gsdtsr,14,Sampling Noise + 2% Depolarizing Error Probability,0,-0.12030659110142422,-0.12030659110142422,1.0
gsdtsr,9,Sampling Noise + 2% Depolarizing Error Probability,0,-0.05948859208026041,-0.11555749457014147,0.5147964855204767
gsdtsr,19,Sampling Noise + 2% Depolarizing Error Probability,0,0.00848906031462501,-0.00010887600022391371,-77.9699869316145
gsdtsr,31,Sampling Noise + 2% Depolarizing Error Probability,0,0.0,-0.012435960192889783,-0.0
gsdtsr,7,Sampling Noise + 2% Depolarizing Error Probability,0,-0.1475677777253452,-0.1475677777253452,1.0
gsdtsr,4,Sampling Noise + 2% Depolarizing Error Probability,0,-0.656092812137305,-0.656092812137305,1.0
gsdtsr,11,Sampling Noise + 2% Depolarizing Error Probability,0,-0.13024117019436954,-0.13024117019436954,1.0
gsdtsr,15,Sampling Noise + 2% Depolarizing Error Probability,0,-0.041068344340277285,-0.041068344340277285,1.0
gsdtsr,36,Sampling Noise + 2% Depolarizing Error Probability,0,-0.041420488844810324,-0.041420488844810324,1.0
gsdtsr,8,Sampling Noise + 2% Depolarizing Error Probability,0,-0.44070177407505484,-0.44070177407505484,1.0
gsdtsr,12,Sampling Noise + 2% Depolarizing Error Probability,0,-0.17462796800142674,-0.17462796800142674,1.0
gsdtsr,29,Sampling Noise + 2% Depolarizing Error Probability,0,-0.03744162613626126,-0.03744162613626126,1.0
gsdtsr,49,Sampling Noise + 2% Depolarizing Error Probability,0,-0.0467020289522204,-0.0467020289522204,1.0
gsdtsr,6,Sampling Noise + 2% Depolarizing Error Probability,0,-0.2133261913239968,-0.2133261913239968,1.0
gsdtsr,10,Sampling Noise + 2% Depolarizing Error Probability,0,-0.04210629899754348,-0.04210629899754348,1.0
gsdtsr,16,Sampling Noise + 2% Depolarizing Error Probability,0,-0.03158054818914993,-0.03158054818914993,1.0
gsdtsr,18,Sampling Noise + 2% Depolarizing Error Probability,0,-0.016750553178834483,-0.016750553178834483,1.0
gsdtsr,48,Sampling Noise + 2% Depolarizing Error Probability,0,-0.06035327100538322,-0.06035327100538322,1.0
gsdtsr,22,Sampling Noise + 2% Depolarizing Error Probability,0,0.0,-0.03439881495905195,-0.0
gsdtsr,32,Sampling Noise + 2% Depolarizing Error Probability,0,-0.004674129871962751,-0.014646189075723938,0.31913625092483083
gsdtsr,13,Sampling Noise + 2% Depolarizing Error Probability,0,-0.04658151587163578,-0.04658151587163578,1.0
gsdtsr,2,Sampling Noise + 2% Depolarizing Error Probability,0,-0.662189507605671,-0.662189507605671,1.0
gsdtsr,50,Sampling Noise + 2% Depolarizing Error Probability,0,-0.0708089770362782,-0.0708089770362782,1.0
gsdtsr,52,Sampling Noise + 2% Depolarizing Error Probability,0,-0.043857370587050776,-0.043857370587050776,1.0
gsdtsr,51,Sampling Noise + 2% Depolarizing Error Probability,0,-0.05844487677842856,-0.05844487677842856,1.0
gsdtsr,1,Sampling Noise + 2% Depolarizing Error Probability,0,-1.351060086211676,-1.351060086211676,1.0
gsdtsr,3,Sampling Noise + 2% Depolarizing Error Probability,0,-0.7991019336855277,-0.7991019336855277,1.0
gsdtsr,61,Sampling Noise + 2% Depolarizing Error Probability,0,0.004281299194651918,-0.0018143894142178749,-2.3596363388713053
gsdtsr,63,Sampling Noise + 2% Depolarizing Error Probability,0,-0.003339867853971289,-0.004444162394521974,0.7515179593995314
gsdtsr,66,Sampling Noise + 2% Depolarizing Error Probability,0,-0.009491876631561615,-0.019865803069078234,0.477799794881488
gsdtsr,67,Sampling Noise + 2% Depolarizing Error Probability,0,-0.012805792282796272,-0.01513049115540388,0.8463566814367862
gsdtsr,68,Sampling Noise + 2% Depolarizing Error Probability,0,-0.009377160041917807,-0.014052931497541683,0.6672743009925138
gsdtsr,69,Sampling Noise + 2% Depolarizing Error Probability,0,-0.019760049782416137,-0.022414693341601708,0.8815668133965255
gsdtsr,70,Sampling Noise + 2% Depolarizing Error Probability,0,-0.007920654329098956,-0.01950024528169402,0.4061822923086265
gsdtsr,71,Sampling Noise + 2% Depolarizing Error Probability,0,-0.012678922650432104,-0.023184089218076832,0.5468803424266604
gsdtsr,72,Sampling Noise + 2% Depolarizing Error Probability,0,-0.00922738767961388,-0.014076323074474779,0.6555254259790549
gsdtsr,73,Sampling Noise + 2% Depolarizing Error Probability,0,-0.002706192471321263,-0.021036365128071874,0.12864353964411834
gsdtsr,74,Sampling Noise + 2% Depolarizing Error Probability,0,-0.0019892972844813965,-0.008457244425938346,0.23521813776367004
gsdtsr,75,Sampling Noise + 2% Depolarizing Error Probability,0,-2.9753199867430316e-05,-0.002780906305750447,0.01069910187405656
gsdtsr,76,Sampling Noise + 2% Depolarizing Error Probability,0,-0.0007052618751551721,-0.0012588330827412425,0.5602505088437854
gsdtsr,77,Sampling Noise + 2% Depolarizing Error Probability,0,0.0002148007504884056,-0.0035062532768891665,-0.06126218887386882
gsdtsr,78,Sampling Noise + 2% Depolarizing Error Probability,0,-0.015090574812235089,-0.015090574812235089,1.0
gsdtsr,79,Sampling Noise + 2% Depolarizing Error Probability,0,-0.009570918742184218,-0.01192558329512684,0.8025535108287064
gsdtsr,82,Sampling Noise + 2% Depolarizing Error Probability,0,-0.00326154610307794,-0.00663995670296188,0.4911999052076747
gsdtsr,83,Sampling Noise + 2% Depolarizing Error Probability,0,-0.001169339911606552,-0.005289553944205584,0.22106588267003113
gsdtsr,84,Sampling Noise + 2% Depolarizing Error Probability,0,-0.004753276463174852,-0.008515245235606057,0.558207818055465
gsdtsr,5,Sampling Noise + 2% Depolarizing Error Probability,1,-0.29955299381886735,-0.29955299381886735,1.0
gsdtsr,28,Sampling Noise + 2% Depolarizing Error Probability,1,-0.01741695897372942,-0.01741695897372942,1.0
gsdtsr,14,Sampling Noise + 2% Depolarizing Error Probability,1,-0.12030659110142422,-0.12030659110142422,1.0
gsdtsr,9,Sampling Noise + 2% Depolarizing Error Probability,1,-0.11555749457014147,-0.11555749457014147,1.0
gsdtsr,19,Sampling Noise + 2% Depolarizing Error Probability,1,0.00940945072363087,-0.00010887600022391371,-86.42355252102807
gsdtsr,31,Sampling Noise + 2% Depolarizing Error Probability,1,0.0,-0.012435960192889783,-0.0
gsdtsr,7,Sampling Noise + 2% Depolarizing Error Probability,1,-0.1475677777253452,-0.1475677777253452,1.0
gsdtsr,4,Sampling Noise + 2% Depolarizing Error Probability,1,-0.656092812137305,-0.656092812137305,1.0
gsdtsr,11,Sampling Noise + 2% Depolarizing Error Probability,1,-0.13024117019436954,-0.13024117019436954,1.0
gsdtsr,15,Sampling Noise + 2% Depolarizing Error Probability,1,-0.041068344340277285,-0.041068344340277285,1.0
gsdtsr,36,Sampling Noise + 2% Depolarizing Error Probability,1,-0.041420488844810324,-0.041420488844810324,1.0
gsdtsr,8,Sampling Noise + 2% Depolarizing Error Probability,1,-0.44070177407505484,-0.44070177407505484,1.0
gsdtsr,12,Sampling Noise + 2% Depolarizing Error Probability,1,-0.17462796800142674,-0.17462796800142674,1.0
gsdtsr,29,Sampling Noise + 2% Depolarizing Error Probability,1,-0.03744162613626126,-0.03744162613626126,1.0
gsdtsr,49,Sampling Noise + 2% Depolarizing Error Probability,1,-0.0467020289522204,-0.0467020289522204,1.0
gsdtsr,6,Sampling Noise + 2% Depolarizing Error Probability,1,-0.2133261913239968,-0.2133261913239968,1.0
gsdtsr,10,Sampling Noise + 2% Depolarizing Error Probability,1,-0.04210629899754348,-0.04210629899754348,1.0
gsdtsr,16,Sampling Noise + 2% Depolarizing Error Probability,1,-0.03158054818914993,-0.03158054818914993,1.0
gsdtsr,18,Sampling Noise + 2% Depolarizing Error Probability,1,-0.006468597482898308,-0.016750553178834483,0.3861721707836993
gsdtsr,48,Sampling Noise + 2% Depolarizing Error Probability,1,-0.06035327100538322,-0.06035327100538322,1.0
gsdtsr,22,Sampling Noise + 2% Depolarizing Error Probability,1,-0.03439881495905195,-0.03439881495905195,1.0
gsdtsr,32,Sampling Noise + 2% Depolarizing Error Probability,1,-0.006461311160076551,-0.014646189075723938,0.44115988989833377
gsdtsr,13,Sampling Noise + 2% Depolarizing Error Probability,1,-0.04658151587163578,-0.04658151587163578,1.0
gsdtsr,2,Sampling Noise + 2% Depolarizing Error Probability,1,-0.662189507605671,-0.662189507605671,1.0
gsdtsr,50,Sampling Noise + 2% Depolarizing Error Probability,1,-0.0708089770362782,-0.0708089770362782,1.0
gsdtsr,52,Sampling Noise + 2% Depolarizing Error Probability,1,-0.043857370587050776,-0.043857370587050776,1.0
gsdtsr,51,Sampling Noise + 2% Depolarizing Error Probability,1,-0.05844487677842856,-0.05844487677842856,1.0
gsdtsr,1,Sampling Noise + 2% Depolarizing Error Probability,1,-1.351060086211676,-1.351060086211676,1.0
gsdtsr,3,Sampling Noise + 2% Depolarizing Error Probability,1,-0.7991019336855277,-0.7991019336855277,1.0
gsdtsr,61,Sampling Noise + 2% Depolarizing Error Probability,1,-0.00033373439549643944,-0.0018143894142178749,0.18393757860426102
gsdtsr,63,Sampling Noise + 2% Depolarizing Error Probability,1,-0.0012128711392162955,-0.004444162394521974,0.27291332573969884
gsdtsr,66,Sampling Noise + 2% Depolarizing Error Probability,1,-0.014130054936510273,-0.019865803069078234,0.711275294906359
gsdtsr,67,Sampling Noise + 2% Depolarizing Error Probability,1,-0.008273363730587052,-0.01513049115540388,0.5468007380336894
gsdtsr,68,Sampling Noise + 2% Depolarizing Error Probability,1,-0.00824085963659452,-0.014052931497541683,0.5864156982502986
gsdtsr,69,Sampling Noise + 2% Depolarizing Error Probability,1,-0.018624995205051932,-0.022414693341601708,0.8309279507511222
gsdtsr,70,Sampling Noise + 2% Depolarizing Error Probability,1,-0.014197976366845716,-0.01950024528169402,0.7280921938030265
gsdtsr,71,Sampling Noise + 2% Depolarizing Error Probability,1,-0.012623555107496227,-0.023184089218076832,0.5444921725738328
gsdtsr,72,Sampling Noise + 2% Depolarizing Error Probability,1,-0.006184587995944554,-0.014076323074474779,0.439361043592367
gsdtsr,73,Sampling Noise + 2% Depolarizing Error Probability,1,0.0,-0.021036365128071874,-0.0
gsdtsr,74,Sampling Noise + 2% Depolarizing Error Probability,1,0.0,-0.008457244425938346,-0.0
gsdtsr,75,Sampling Noise + 2% Depolarizing Error Probability,1,8.63723509564188e-06,-0.002780906305750447,-0.0031059065448488963
gsdtsr,76,Sampling Noise + 2% Depolarizing Error Probability,1,-0.0012588330827412425,-0.0012588330827412425,1.0
gsdtsr,77,Sampling Noise + 2% Depolarizing Error Probability,1,-0.001966585055648805,-0.0035062532768891665,0.5608793490793132
